estimated_price,last_date,last_close,estimated_date,ticker
230.5,2025-02-12,228.9299926758,2025-02-13,AMZN
231.5,2025-02-13,230.3699951172,2025-02-14,AMZN
117.5,2025-02-05,115.4899978638,2025-02-06,ANET
116.5,2025-02-06,115.2699966431,2025-02-07,ANET
120.0,2025-02-07,118.4700012207,2025-02-10,ANET
121.5,2025-02-10,120.2300033569,2025-02-11,ANET
117.5,2025-02-11,116.8399963379,2025-02-12,ANET
107.5,2025-02-12,109.6399993896,2025-02-13,ANET
111.23,2025-02-13,109.75,2025-02-14,ANET
182.5,2025-02-05,180.6699981689,2025-02-06,AMAT
184.5,2025-02-06,182.8000030518,2025-02-07,AMAT
181.8,2025-02-07,180.0,2025-02-10,AMAT
185.2,2025-02-10,183.6600036621,2025-02-11,AMAT
184.5,2025-02-11,183.1999969482,2025-02-12,AMAT
181.5,2025-02-12,180.8899993896,2025-02-13,AMAT
185.5,2025-02-13,184.2700042725,2025-02-14,AMAT
167.5,2025-02-05,165.75,2025-02-06,APO
166.5,2025-02-06,164.8800048828,2025-02-07,APO
312.5,2025-02-05,307.8099975586,2025-02-06,AMGN
302.67,2025-02-06,297.7799987793,2025-02-07,AMGN
290.5,2025-02-07,293.5400085449,2025-02-10,AMGN
290.5,2025-02-10,292.4274902344,2025-02-11,AMGN
297.5,2025-02-11,294.2825012207,2025-02-12,AMGN
295.5,2025-02-12,292.6953125,2025-02-13,AMGN
296.5,2025-02-13,294.5899963379,2025-02-14,AMGN
69.2,2025-02-05,69.5199966431,2025-02-06,APH
70.2,2025-02-06,70.0299987793,2025-02-07,APH
110.41,2025-02-05,112.0100021362,2025-02-06,AMD
108.65,2025-02-06,110.1600036621,2025-02-07,AMD
105.18,2025-02-07,107.5599975586,2025-02-10,AMD
108.5,2025-02-10,110.4800033569,2025-02-11,AMD
112.5,2025-02-11,111.0999984741,2025-02-12,AMD
112.5,2025-02-12,111.7200012207,2025-02-13,AMD
112.25,2025-02-13,111.8099975586,2025-02-14,AMD
3500.0,2025-02-05,3474.080078125,2025-02-06,AZO
3480.25,2025-02-06,3466.6899414062,2025-02-07,AZO
690.0,2025-02-05,680.5200195312,2025-02-06,AXON
690.42,2025-02-06,677.4000244141,2025-02-07,AXON
86.1,2025-02-05,85.7399978638,2025-02-06,BK
86.85,2025-02-06,86.4000015259,2025-02-07,BK
246.32,2025-02-05,245.0599975586,2025-02-06,BDX
229.5,2025-02-06,227.2100067139,2025-02-07,BDX
183.5,2025-02-05,181.8399963379,2025-02-06,BA
186.84,2025-02-06,184.8000030518,2025-02-07,BA
183.5,2025-02-07,181.4900054932,2025-02-10,BA
182.5,2025-02-10,180.5500030518,2025-02-11,BA
182.5,2025-02-11,180.4400024414,2025-02-12,BA
187.5,2025-02-12,186.25,2025-02-13,BA
187.2,2025-02-13,185.4400024414,2025-02-14,BA
47.35,2025-02-05,47.1100006104,2025-02-06,BAC
48.13,2025-02-06,47.7400016785,2025-02-07,BAC
47.6,2025-02-07,47.4000015259,2025-02-10,BAC
46.8,2025-02-10,46.6699981689,2025-02-11,BAC
47.1,2025-02-11,46.7900009155,2025-02-12,BAC
46.0,2025-02-12,46.2099990845,2025-02-13,BAC
46.5,2025-02-13,46.3300018311,2025-02-14,BAC
322.5,2025-02-05,320.5299987793,2025-02-06,AXP
321.5,2025-02-06,320.1499938965,2025-02-07,AXP
318.5,2025-02-07,316.7699890137,2025-02-10,AXP
307.5,2025-02-10,310.2600097656,2025-02-11,AXP
307.5,2025-02-11,309.5700073242,2025-02-12,AXP
304.5,2025-02-12,306.3999938965,2025-02-13,AXP
305.63,2025-02-13,307.5,2025-02-14,AXP
235.5,2025-02-05,232.0,2025-02-06,AVGO
234.5,2025-02-06,231.3600006104,2025-02-07,AVGO
223.5,2025-02-07,224.8699951172,2025-02-10,AVGO
238.5,2025-02-10,235.0399932861,2025-02-11,AVGO
237.5,2025-02-11,235.0399932861,2025-02-12,AVGO
238.5,2025-02-12,236.3500061035,2025-02-13,AVGO
235.3,2025-02-13,235.8000030518,2025-02-14,AVGO
60.2,2025-02-05,59.7099990845,2025-02-06,BMY
57.8,2025-02-06,57.4199981689,2025-02-07,BMY
56.5,2025-02-07,56.8499984741,2025-02-10,BMY
54.75,2025-02-10,55.5299987793,2025-02-11,BMY
56.2,2025-02-11,55.9399986267,2025-02-12,BMY
56.43,2025-02-12,56.1500015259,2025-02-13,BMY
55.75,2025-02-13,55.9700012207,2025-02-14,BMY
105.5,2025-02-05,104.9700012207,2025-02-06,BSX
105.5,2025-02-06,105.0199966431,2025-02-07,BSX
105.75,2025-02-07,105.25,2025-02-10,BSX
106.9,2025-02-10,106.1800003052,2025-02-11,BSX
106.5,2025-02-11,105.9800033569,2025-02-12,BSX
106.5,2025-02-12,105.7699966431,2025-02-13,BSX
106.45,2025-02-13,106.1399993896,2025-02-14,BSX
63.85,2025-02-05,64.5599975586,2025-02-06,CARR
65.8,2025-02-06,65.2099990845,2025-02-07,CARR
4725.0,2025-02-05,4699.3901367188,2025-02-06,BKNG
4815.0,2025-02-06,4779.7099609375,2025-02-07,BKNG
4921.84,2025-02-07,4887.4702148438,2025-02-10,BKNG
4945.0,2025-02-10,4913.4799804688,2025-02-11,BKNG
4932.2,2025-02-11,4897.3198242188,2025-02-12,BKNG
5058.9,2025-02-12,5018.1098632812,2025-02-13,BKNG
5050.0,2025-02-13,5008.7001953125,2025-02-14,BKNG
1010.0,2025-02-05,1014.5,2025-02-06,BLK
1002.0,2025-02-06,1006.6199951172,2025-02-07,BLK
985.0,2025-02-07,992.0399780273,2025-02-10,BLK
975.0,2025-02-10,985.549987793,2025-02-11,BLK
980.0,2025-02-11,988.200012207,2025-02-12,BLK
960.0,2025-02-12,973.7100219727,2025-02-13,BLK
975.0,2025-02-13,980.299987793,2025-02-14,BLK
318.0,2025-02-05,313.8299865723,2025-02-06,CEG
315.0,2025-02-06,311.799987793,2025-02-07,CEG
305.78,2025-02-05,302.6499938965,2025-02-06,CDNS
305.5,2025-02-06,302.9100036621,2025-02-07,CDNS
79.85,2025-02-05,79.4599990845,2025-02-06,C
83.5,2025-02-06,82.3300018311,2025-02-07,C
82.5,2025-02-07,81.7200012207,2025-02-10,C
80.0,2025-02-10,80.7300033569,2025-02-11,C
81.5,2025-02-11,81.1100006104,2025-02-12,C
81.5,2025-02-12,81.2699966431,2025-02-13,C
82.5,2025-02-13,82.0999984741,2025-02-14,C
347.5,2025-02-05,345.049987793,2025-02-06,CHTR
357.5,2025-02-06,353.3099975586,2025-02-07,CHTR
86.75,2025-02-05,86.6200027466,2025-02-06,CL
85.1,2025-02-06,85.6800003052,2025-02-07,CL
295.5,2025-02-05,293.3099975586,2025-02-06,CI
289.5,2025-02-06,287.2300109863,2025-02-07,CI
243.5,2025-02-05,241.6399993896,2025-02-06,CME
246.5,2025-02-06,244.4100036621,2025-02-07,CME
356.91,2025-02-05,358.8500061035,2025-02-06,CAT
368.5,2025-02-06,365.450012207,2025-02-07,CAT
367.5,2025-02-07,363.8800048828,2025-02-10,CAT
362.5,2025-02-10,363.2200012207,2025-02-11,CAT
360.5,2025-02-11,362.2300109863,2025-02-12,CAT
350.5,2025-02-12,352.0400085449,2025-02-13,CAT
350.5,2025-02-13,353.700012207,2025-02-14,CAT
205.0,2025-02-05,203.7799987793,2025-02-06,COF
208.5,2025-02-06,206.6399993896,2025-02-07,COF
176.5,2025-02-05,174.8500061035,2025-02-06,BX
175.0,2025-02-06,174.5500030518,2025-02-07,BX
168.76,2025-02-07,170.2700042725,2025-02-10,BX
166.0,2025-02-10,168.6100006104,2025-02-11,BX
162.54,2025-02-11,164.7799987793,2025-02-12,BX
158.5,2025-02-12,160.8899993896,2025-02-13,BX
156.46,2025-02-13,160.4799957275,2025-02-14,BX
375.25,2025-02-05,369.9100036621,2025-02-06,CMI
372.5,2025-02-06,369.1499938965,2025-02-07,CMI
57.8,2025-02-05,57.5099983215,2025-02-06,CMG
57.1,2025-02-06,57.3199996948,2025-02-07,CMG
59.0,2025-02-05,58.7200012207,2025-02-06,CPRT
59.5,2025-02-06,59.1899986267,2025-02-07,CPRT
273.5,2025-02-05,272.799987793,2025-02-06,CB
273.5,2025-02-06,272.8800048828,2025-02-07,CB
269.5,2025-02-07,270.1600036621,2025-02-10,CB
265.25,2025-02-10,266.5799865723,2025-02-11,CB
269.5,2025-02-11,267.9599914551,2025-02-12,CB
263.5,2025-02-12,265.0700073242,2025-02-13,CB
269.5,2025-02-13,267.7399902344,2025-02-14,CB
34.2,2025-02-05,33.9399986267,2025-02-06,CMCSA
34.9,2025-02-06,34.4700012207,2025-02-07,CMCSA
34.75,2025-02-07,34.3699989319,2025-02-10,CMCSA
34.6,2025-02-10,34.4700012207,2025-02-11,CMCSA
35.5,2025-02-11,35.2299995422,2025-02-12,CMCSA
35.2,2025-02-12,34.9000015259,2025-02-13,CMCSA
35.6,2025-02-13,35.3800010681,2025-02-14,CMCSA
202.5,2025-02-05,201.6000061035,2025-02-06,CTAS
205.5,2025-02-06,204.2899932861,2025-02-07,CTAS
55.4,2025-02-05,55.6899986267,2025-02-06,CVS
53.6,2025-02-06,54.2400016785,2025-02-07,CVS
33.02,2025-02-05,32.8800010681,2025-02-06,CSX
32.7,2025-02-06,32.7400016785,2025-02-07,CSX
105.8,2025-02-05,104.4499969482,2025-02-06,DELL
107.62,2025-02-06,105.9199981689,2025-02-07,DELL
1060.0,2025-02-05,1041.7290039062,2025-02-06,COST
1062.0,2025-02-06,1049.8299560547,2025-02-07,COST
1062.3,2025-02-07,1043.8100585938,2025-02-10,COST
1075.0,2025-02-10,1061.9200439453,2025-02-11,COST
1072.0,2025-02-11,1058.3399658203,2025-02-12,COST
1070.0,2025-02-12,1065.1199951172,2025-02-13,COST
1085.0,2025-02-13,1076.8599853516,2025-02-14,COST
100.5,2025-02-05,100.2099990845,2025-02-06,COP
99.5,2025-02-06,99.9400024414,2025-02-07,COP
97.28,2025-02-07,98.3600006104,2025-02-10,COP
98.5,2025-02-10,98.6792373657,2025-02-11,COP
101.5,2025-02-11,100.8912811279,2025-02-12,COP
96.73,2025-02-12,97.607925415,2025-02-13,COP
95.31,2025-02-13,96.1200027466,2025-02-14,COP
203.25,2025-02-05,201.8000030518,2025-02-06,DFS
203.86,2025-02-06,202.7200012207,2025-02-07,DFS
422.5,2025-02-05,417.2200012207,2025-02-06,CRWD
425.0,2025-02-06,420.5100097656,2025-02-07,CRWD
425.5,2025-02-07,421.5899963379,2025-02-10,CRWD
435.5,2025-02-10,428.9200134277,2025-02-11,CRWD
436.0,2025-02-11,431.6400146484,2025-02-12,CRWD
438.0,2025-02-12,434.6300048828,2025-02-13,CRWD
458.0,2025-02-13,453.7699890137,2025-02-14,CRWD
62.9,2025-02-05,62.5699996948,2025-02-06,CSCO
62.58,2025-02-06,62.2700004578,2025-02-07,CSCO
62.5,2025-02-07,62.2700004578,2025-02-10,CSCO
63.15,2025-02-10,62.8100013733,2025-02-11,CSCO
62.8,2025-02-11,62.4300003052,2025-02-12,CSCO
62.65,2025-02-12,62.5299987793,2025-02-13,CSCO
64.03,2025-02-13,63.8400001526,2025-02-14,CSCO
114.5,2025-02-05,113.8600006104,2025-02-06,DUK
115.0,2025-02-06,114.5199966431,2025-02-07,DUK
169.5,2025-02-05,167.1900024414,2025-02-06,DLR
170.5,2025-02-06,168.1100006104,2025-02-07,DLR
251.2,2025-02-05,249.7100067139,2025-02-06,ECL
251.53,2025-02-06,250.0299987793,2025-02-07,ECL
128.5,2025-02-05,127.6999969482,2025-02-06,EOG
126.2,2025-02-06,126.6800003052,2025-02-07,EOG
945.0,2025-02-05,936.5,2025-02-06,EQIX
945.0,2025-02-06,938.3400268555,2025-02-07,EQIX
404.27,2025-02-05,402.1600036621,2025-02-06,ELV
387.95,2025-02-06,390.4700012207,2025-02-07,ELV
123.52,2025-02-05,124.7600021362,2025-02-06,EMR
128.5,2025-02-06,127.4800033569,2025-02-07,EMR
470.5,2025-02-05,467.6799926758,2025-02-06,DE
469.5,2025-02-06,464.9800109863,2025-02-07,DE
469.8,2025-02-07,465.6000061035,2025-02-10,DE
473.5,2025-02-10,469.9800109863,2025-02-11,DE
478.5,2025-02-11,474.299987793,2025-02-12,DE
479.5,2025-02-12,476.5599975586,2025-02-13,DE
470.5,2025-02-13,466.2200012207,2025-02-14,DE
153.5,2025-02-05,152.9900054932,2025-02-06,CVX
151.2,2025-02-06,151.8999938965,2025-02-07,CVX
153.5,2025-02-07,152.6199951172,2025-02-10,CVX
155.2,2025-02-10,154.0612030029,2025-02-11,CVX
156.8,2025-02-11,155.712890625,2025-02-12,CVX
152.5,2025-02-12,153.2007446289,2025-02-13,CVX
155.5,2025-02-13,154.1699981689,2025-02-14,CVX
36.9,2025-02-05,36.6800003052,2025-02-06,FCX
37.45,2025-02-06,37.1500015259,2025-02-07,FCX
106.2,2025-02-05,105.0699996948,2025-02-06,FTNT
105.5,2025-02-06,104.7200012207,2025-02-07,FTNT
254.0,2025-02-05,252.4100036621,2025-02-06,FDX
263.83,2025-02-06,258.7699890137,2025-02-07,FDX
259.5,2025-02-05,258.5799865723,2025-02-06,GD
256.5,2025-02-06,255.5299987793,2025-02-07,GD
375.0,2025-02-05,367.9299926758,2025-02-06,GEV
380.0,2025-02-06,374.8299865723,2025-02-07,GEV
207.89,2025-02-05,212.1300048828,2025-02-06,DHR
208.5,2025-02-06,210.0099945068,2025-02-07,DHR
202.62,2025-02-07,206.7599945068,2025-02-10,DHR
200.47,2025-02-10,203.5,2025-02-11,DHR
198.0,2025-02-11,201.6199951172,2025-02-12,DHR
200.0,2025-02-12,202.1799926758,2025-02-13,DHR
202.5,2025-02-13,203.5899963379,2025-02-14,DHR
339.0,2025-02-05,336.8299865723,2025-02-06,HCA
330.5,2025-02-06,324.5299987793,2025-02-07,HCA
206.5,2025-02-05,204.5800018311,2025-02-06,GE
207.5,2025-02-06,206.0599975586,2025-02-07,GE
207.32,2025-02-07,205.2799987793,2025-02-10,GE
207.2,2025-02-10,205.2200012207,2025-02-11,GE
210.5,2025-02-11,208.8200073242,2025-02-12,GE
211.5,2025-02-12,209.6399993896,2025-02-13,GE
210.5,2025-02-13,208.3600006104,2025-02-14,GE
313.5,2025-02-05,315.25,2025-02-06,ETN
316.4,2025-02-06,315.8500061035,2025-02-07,ETN
310.0,2025-02-07,313.049987793,2025-02-10,ETN
321.5,2025-02-10,319.8800048828,2025-02-11,ETN
318.5,2025-02-11,316.5100097656,2025-02-12,ETN
307.5,2025-02-12,309.8800048828,2025-02-13,ETN
305.0,2025-02-13,307.8099975586,2025-02-14,ETN
100.63,2025-02-05,99.6500015259,2025-02-06,GILD
98.5,2025-02-06,98.0400009155,2025-02-07,GILD
95.24,2025-02-07,96.0400009155,2025-02-10,GILD
94.76,2025-02-10,95.4800033569,2025-02-11,GILD
96.5,2025-02-11,96.1399993896,2025-02-12,GILD
104.5,2025-02-12,103.3099975586,2025-02-13,GILD
107.25,2025-02-13,105.9599990845,2025-02-14,GILD
259.5,2025-02-05,257.8500061035,2025-02-06,HLT
272.5,2025-02-06,270.3900146484,2025-02-07,HLT
234.5,2025-02-05,229.5299987793,2025-02-06,FI
234.5,2025-02-06,231.2400054932,2025-02-07,FI
232.5,2025-02-07,230.0599975586,2025-02-10,FI
232.18,2025-02-10,230.6499938965,2025-02-11,FI
231.5,2025-02-11,229.8899993896,2025-02-12,FI
228.5,2025-02-12,227.7299957275,2025-02-13,FI
230.5,2025-02-13,229.8699951172,2025-02-14,FI
128.0,2025-02-05,127.7009277344,2025-02-06,HWM
129.85,2025-02-06,128.8999938965,2025-02-07,HWM
194.0,2025-02-05,191.3300018311,2025-02-06,GOOGL
193.0,2025-02-06,191.6000061035,2025-02-07,GOOGL
183.5,2025-02-07,185.3399963379,2025-02-10,GOOGL
185.5,2025-02-10,186.4700012207,2025-02-11,GOOGL
184.05,2025-02-11,185.3200073242,2025-02-12,GOOGL
182.43,2025-02-12,183.6100006104,2025-02-13,GOOGL
187.5,2025-02-13,186.1399993896,2025-02-14,GOOGL
650.0,2025-02-05,645.450012207,2025-02-06,GS
663.0,2025-02-06,658.2199707031,2025-02-07,GS
660.0,2025-02-07,655.9000244141,2025-02-10,GS
655.0,2025-02-10,650.5300292969,2025-02-11,GS
652.5,2025-02-11,647.2399902344,2025-02-12,GS
653.0,2025-02-12,649.0,2025-02-13,GS
652.0,2025-02-13,648.950012207,2025-02-14,GS
196.64,2025-02-05,193.3000030518,2025-02-06,GOOG
195.0,2025-02-06,193.3099975586,2025-02-07,GOOG
185.78,2025-02-07,187.1399993896,2025-02-10,GOOG
186.0,2025-02-10,188.1999969482,2025-02-11,GOOG
185.72,2025-02-11,187.0700073242,2025-02-12,GOOG
183.5,2025-02-12,185.4299926758,2025-02-13,GOOG
186.5,2025-02-13,187.8800048828,2025-02-14,GOOG
43.5,2025-02-05,42.2000007629,2025-02-06,HIMS
39.45,2025-02-06,40.4700012207,2025-02-07,HIMS
43.5,2025-02-07,42.5499992371,2025-02-10,HIMS
46.11,2025-02-10,44.7700004578,2025-02-11,HIMS
45.5,2025-02-11,43.5800018311,2025-02-12,HIMS
47.66,2025-02-12,46.3400001526,2025-02-13,HIMS
62.14,2025-02-13,59.1800003052,2025-02-14,HIMS
55.41,2025-02-05,54.2000007629,2025-02-06,HOOD
54.834,2025-02-06,53.1699981689,2025-02-07,HOOD
56.5,2025-02-07,55.8600006104,2025-02-10,HOOD
57.0,2025-02-10,56.2700004578,2025-02-11,HOOD
52.5,2025-02-11,53.3400001526,2025-02-12,HOOD
56.7,2025-02-12,55.9099998474,2025-02-13,HOOD
65.5,2025-02-13,63.7999992371,2025-02-14,HOOD
161.5,2025-02-05,160.6999969482,2025-02-06,ICE
169.5,2025-02-06,167.6799926758,2025-02-07,ICE
415.5,2025-02-05,413.8200073242,2025-02-06,HD
416.5,2025-02-06,414.1600036621,2025-02-07,HD
405.0,2025-02-07,407.3699951172,2025-02-10,HD
416.5,2025-02-10,413.9899902344,2025-02-11,HD
418.5,2025-02-11,416.3599853516,2025-02-12,HD
410.5,2025-02-12,407.1400146484,2025-02-13,HD
414.5,2025-02-13,412.4299926758,2025-02-14,HD
221.5,2025-02-05,222.3500061035,2025-02-06,HON
207.5,2025-02-06,209.8200073242,2025-02-07,HON
200.24,2025-02-07,205.5200042725,2025-02-10,HON
206.5,2025-02-10,208.5200042725,2025-02-11,HON
205.5,2025-02-11,206.9400024414,2025-02-12,HON
203.5,2025-02-12,205.0099945068,2025-02-13,HON
204.0,2025-02-13,205.2700042725,2025-02-14,HON
19.8,2025-02-05,19.6499996185,2025-02-06,INTC
19.2,2025-02-06,19.3799991608,2025-02-07,INTC
18.95,2025-02-07,19.1000003815,2025-02-10,INTC
19.5,2025-02-10,19.7700004578,2025-02-11,INTC
21.3,2025-02-11,20.9699993134,2025-02-12,INTC
23.1,2025-02-12,22.4799995422,2025-02-13,INTC
25.2,2025-02-13,24.1299991608,2025-02-14,INTC
252.5,2025-02-05,254.2400054932,2025-02-06,ITW
254.5,2025-02-06,255.0899963379,2025-02-07,ITW
52.7,2025-02-05,52.5800018311,2025-02-06,MO
52.7,2025-02-06,52.6399993896,2025-02-07,MO
153.5,2025-02-05,152.4499969482,2025-02-06,MMM
153.0,2025-02-06,152.3200073242,2025-02-07,MMM
268.5,2025-02-05,263.299987793,2025-02-06,IBM
256.0,2025-02-06,253.4400024414,2025-02-07,IBM
250.0,2025-02-07,252.3399963379,2025-02-10,IBM
247.5,2025-02-10,249.2700042725,2025-02-11,IBM
257.5,2025-02-11,254.6999969482,2025-02-12,IBM
258.5,2025-02-12,255.8099975586,2025-02-13,IBM
262.5,2025-02-13,259.1900024414,2025-02-14,IBM
583.85,2025-02-05,588.2600097656,2025-02-06,INTU
587.5,2025-02-06,590.200012207,2025-02-07,INTU
574.5,2025-02-07,578.8499755859,2025-02-10,INTU
580.0,2025-02-10,586.8400268555,2025-02-11,INTU
582.0,2025-02-11,585.8800048828,2025-02-12,INTU
572.5,2025-02-12,576.5399780273,2025-02-13,INTU
580.5,2025-02-13,583.9000244141,2025-02-14,INTU
598.5,2025-02-05,590.9000244141,2025-02-06,ISRG
594.93,2025-02-06,588.5,2025-02-07,ISRG
587.5,2025-02-07,582.9799804688,2025-02-10,ISRG
600.0,2025-02-10,595.700012207,2025-02-11,ISRG
598.5,2025-02-11,591.6500244141,2025-02-12,ISRG
593.5,2025-02-12,589.6099853516,2025-02-13,ISRG
593.0,2025-02-13,591.3900146484,2025-02-14,ISRG
24.7,2025-02-05,24.4699993134,2025-02-06,T
24.65,2025-02-06,24.4500007629,2025-02-07,T
24.65,2025-02-07,24.5400009155,2025-02-10,T
25.1,2025-02-10,24.8600006104,2025-02-11,T
25.45,2025-02-11,25.1499996185,2025-02-12,T
25.6,2025-02-12,25.3600006104,2025-02-13,T
25.85,2025-02-13,25.6299991608,2025-02-14,T
82.1,2025-02-05,81.8700027466,2025-02-06,SCHW
84.1,2025-02-06,83.6399993896,2025-02-07,SCHW
83.5,2025-02-07,83.1800003052,2025-02-10,SCHW
80.5,2025-02-10,80.9013214111,2025-02-11,SCHW
83.5,2025-02-11,82.9246063232,2025-02-12,SCHW
81.5,2025-02-12,82.0076522827,2025-02-13,SCHW
80.8,2025-02-13,81.3000030518,2025-02-14,SCHW
80.5,2025-02-05,79.1999969482,2025-02-06,PYPL
77.5,2025-02-06,78.5699996948,2025-02-07,PYPL
76.45,2025-02-07,77.3099975586,2025-02-10,PYPL
77.5,2025-02-10,78.2399978638,2025-02-11,PYPL
74.69,2025-02-11,76.2099990845,2025-02-12,PYPL
75.46,2025-02-12,76.2699966431,2025-02-13,PYPL
76.25,2025-02-13,76.5899963379,2025-02-14,PYPL
63.25,2025-02-05,63.1199989319,2025-02-06,KO
63.6,2025-02-06,63.3600006104,2025-02-07,KO
64.03,2025-02-07,63.8400001526,2025-02-10,KO
64.97,2025-02-10,64.5500030518,2025-02-11,KO
68.98,2025-02-11,67.5999984741,2025-02-12,KO
69.5,2025-02-12,68.7099990845,2025-02-13,KO
70.5,2025-02-13,69.5,2025-02-14,KO
15.35,2025-02-05,15.4899997711,2025-02-06,SOFI
14.56,2025-02-06,14.8000001907,2025-02-07,SOFI
14.75,2025-02-07,14.9099998474,2025-02-10,SOFI
15.25,2025-02-10,15.1300001144,2025-02-11,SOFI
14.7,2025-02-11,14.8299999237,2025-02-12,SOFI
14.65,2025-02-12,14.7700004578,2025-02-13,SOFI
15.35,2025-02-13,15.1899995804,2025-02-14,SOFI
110.25,2025-02-05,109.8799972534,2025-02-06,XOM
107.5,2025-02-06,108.4300003052,2025-02-07,XOM
109.2,2025-02-07,108.8899993896,2025-02-10,XOM
110.25,2025-02-10,109.9862060547,2025-02-11,XOM
111.0,2025-02-11,110.6800003052,2025-02-12,XOM
106.5,2025-02-12,107.3499984741,2025-02-13,XOM
108.5,2025-02-13,108.1299972534,2025-02-14,XOM
