estimated_price,last_date,last_close,estimated_date,ticker
7.35,2024-07-19,7.4699997902,2024-07-22,SOFI
7.62,2024-07-22,7.5399999619,2024-07-23,SOFI
7.38,2024-07-23,7.4299998283,2024-07-24,SOFI
7.2,2024-07-24,7.0999999046,2024-07-25,SOFI
7.15,2024-07-25,7.2699999809,2024-07-26,SOFI
7.52,2024-07-26,7.4099998474,2024-07-29,SOFI
7.28,2024-07-29,7.3299999237,2024-07-30,SOFI
7.35,2024-07-30,7.4200000763,2024-07-31,SOFI
7.62,2024-07-31,7.5399999619,2024-08-01,SOFI
7.08,2024-08-01,7.1599998474,2024-08-02,SOFI
6.52,2024-08-02,6.6500000954,2024-08-05,SOFI
6.4,2024-08-05,6.5399999619,2024-08-06,SOFI
6.3,2024-08-06,6.4299998283,2024-08-07,SOFI
6.2,2024-08-07,6.3200001717,2024-08-08,SOFI
6.7,2024-08-08,6.6399998665,2024-08-09,SOFI
6.8,2024-08-09,6.6399998665,2024-08-12,SOFI
6.3,2024-08-12,6.4800000191,2024-08-13,SOFI
6.7,2024-08-13,6.6399998665,2024-08-14,SOFI
6.7,2024-08-14,6.6100001335,2024-08-15,SOFI
6.95,2024-08-15,6.9099998474,2024-08-16,SOFI
7.15,2024-08-16,7.0,2024-08-19,SOFI
7.65,2024-08-19,7.4600000381,2024-08-20,SOFI
7.3,2024-08-20,7.3699998856,2024-08-21,SOFI
7.25,2024-08-21,7.3000001907,2024-08-22,SOFI
7.1,2024-08-22,7.1900000572,2024-08-23,SOFI
7.45,2024-08-23,7.5199999809,2024-08-26,SOFI
7.8,2024-08-26,7.6700000763,2024-08-27,SOFI
7.85,2024-08-27,7.7699999809,2024-08-28,SOFI
7.55,2024-08-28,7.4899997711,2024-08-29,SOFI
8.1,2024-08-29,8.029999733,2024-08-30,SOFI
8.1,2024-08-30,7.9899997711,2024-09-03,SOFI
7.45,2024-09-03,7.5300002098,2024-09-04,SOFI
7.42,2024-09-04,7.4800000191,2024-09-05,SOFI
7.15,2024-09-05,7.2600002289,2024-09-06,SOFI
6.85,2024-09-06,7.0100002289,2024-09-09,SOFI
7.12,2024-09-09,7.0799999237,2024-09-10,SOFI
7.02,2024-09-10,7.0500001907,2024-09-11,SOFI
7.25,2024-09-11,7.3099999428,2024-09-12,SOFI
7.52,2024-09-12,7.4600000381,2024-09-13,SOFI
7.85,2024-09-13,7.7399997711,2024-09-16,SOFI
8.25,2024-09-16,8.0600004196,2024-09-17,SOFI
8.25,2024-09-17,8.1199998856,2024-09-18,SOFI
8.2,2024-09-18,8.1099996567,2024-09-19,SOFI
8.25,2024-09-19,8.1899995804,2024-09-20,SOFI
8.1,2024-09-20,8.0500001907,2024-09-23,SOFI
7.85,2024-09-23,7.9200000763,2024-09-24,SOFI
7.8,2024-09-24,7.8299999237,2024-09-25,SOFI
7.65,2024-09-25,7.7300000191,2024-09-26,SOFI
7.78,2024-09-26,7.7600002289,2024-09-27,SOFI
8.05,2024-09-27,7.9499998093,2024-09-30,SOFI
7.92,2024-09-30,7.8600001335,2024-10-01,SOFI
7.5,2024-10-01,7.6300001144,2024-10-02,SOFI
7.85,2024-10-02,7.7899999619,2024-10-03,SOFI
7.85,2024-10-03,7.8299999237,2024-10-04,SOFI
8.2,2024-10-04,8.3900003433,2024-10-07,SOFI
8.15,2024-10-07,8.2700004578,2024-10-08,SOFI
8.45,2024-10-08,8.4099998474,2024-10-09,SOFI
8.72,2024-10-09,8.5900001526,2024-10-10,SOFI
8.7,2024-10-10,8.6300001144,2024-10-11,SOFI
9.25,2024-10-11,9.0100002289,2024-10-14,SOFI
10.5,2024-10-14,10.0399999619,2024-10-15,SOFI
10.45,2024-10-15,10.1800003052,2024-10-16,SOFI
10.15,2024-10-16,10.0399999619,2024-10-17,SOFI
9.85,2024-10-17,9.8699998856,2024-10-18,SOFI
10.35,2024-10-18,10.1800003052,2024-10-21,SOFI
10.7,2024-10-21,10.3999996185,2024-10-22,SOFI
10.7,2024-10-22,10.5799999237,2024-10-23,SOFI
10.6,2024-10-23,10.4200000763,2024-10-24,SOFI
11.2,2024-10-24,10.9300003052,2024-10-25,SOFI
11.3,2024-10-25,10.9899997711,2024-10-28,SOFI
11.45,2024-10-28,11.1899995804,2024-10-29,SOFI
10.25,2024-10-29,10.470000267,2024-10-30,SOFI
11.45,2024-10-30,11.220000267,2024-10-31,SOFI
11.3,2024-10-31,11.1700000763,2024-11-01,SOFI
11.2,2024-11-01,11.0399999619,2024-11-04,SOFI
10.8,2024-11-04,10.9099998474,2024-11-05,SOFI
11.5,2024-11-05,11.4200000763,2024-11-06,SOFI
11.95,2024-11-06,11.8100004196,2024-11-07,SOFI
12.2,2024-11-07,11.8999996185,2024-11-08,SOFI
13.3,2024-11-08,13.0100002289,2024-11-11,SOFI
14.5,2024-11-11,14.1099996567,2024-11-12,SOFI
13.5,2024-11-12,13.8199996948,2024-11-13,SOFI
13.2,2024-11-13,13.5,2024-11-14,SOFI
13.3,2024-11-14,13.3999996185,2024-11-15,SOFI
13.8,2024-11-15,13.6300001144,2024-11-18,SOFI
14.2,2024-11-18,13.9300003052,2024-11-19,SOFI
14.8,2024-11-19,14.4200000763,2024-11-20,SOFI
15.1,2024-11-20,14.6700000763,2024-11-21,SOFI
15.4,2024-11-21,15.0100002289,2024-11-22,SOFI
15.78,2024-11-22,15.6000003815,2024-11-25,SOFI
16.1,2024-11-25,15.6999998093,2024-11-26,SOFI
15.35,2024-11-26,15.4899997711,2024-11-27,SOFI
16.25,2024-11-27,16.1200008392,2024-11-29,SOFI
16.8,2024-11-29,16.4099998474,2024-12-02,SOFI
16.2,2024-12-02,15.9099998474,2024-12-03,SOFI
15.8,2024-12-03,15.8800001144,2024-12-04,SOFI
16.5,2024-12-04,16.3199996948,2024-12-05,SOFI
15.85,2024-12-05,15.6499996185,2024-12-06,SOFI
16.42,2024-12-06,16.0200004578,2024-12-09,SOFI
15.35,2024-12-09,15.5699996948,2024-12-10,SOFI
15.1,2024-12-10,15.2899999619,2024-12-11,SOFI
15.75,2024-12-11,15.9399995804,2024-12-12,SOFI
15.8,2024-12-12,15.8999996185,2024-12-13,SOFI
16.35,2024-12-13,16.25,2024-12-16,SOFI
17.22,2024-12-16,16.8799991608,2024-12-17,SOFI
16.9,2024-12-17,16.6599998474,2024-12-18,SOFI
15.8,2024-12-18,15.2399997711,2024-12-19,SOFI
14.85,2024-12-19,15.029999733,2024-12-20,SOFI
15.7,2024-12-20,15.3500003815,2024-12-23,SOFI
15.8,2024-12-23,15.6300001144,2024-12-24,SOFI
16.18,2024-12-24,16.0200004578,2024-12-26,SOFI
16.93,2024-12-26,16.6000003815,2024-12-27,SOFI
16.3,2024-12-27,15.9799995422,2024-12-30,SOFI
15.8,2024-12-30,15.6300001144,2024-12-31,SOFI
15.23,2024-12-31,15.3999996185,2025-01-02,SOFI
13.8,2025-01-02,14.1300001144,2025-01-03,SOFI
14.5,2025-01-03,14.8400001526,2025-01-06,SOFI
15.57,2025-01-06,15.2899999619,2025-01-07,SOFI
14.8,2025-01-07,14.9099998474,2025-01-08,SOFI
14.2,2025-01-08,14.5500001907,2025-01-10,SOFI
13.85,2025-01-10,14.1499996185,2025-01-13,SOFI
13.8,2025-01-13,14.0699996948,2025-01-14,SOFI
14.25,2025-01-14,14.5,2025-01-15,SOFI
15.8,2025-01-15,15.5100002289,2025-01-16,SOFI
16.9,2025-01-16,16.2999992371,2025-01-17,SOFI
16.575,2025-01-17,16.5,2025-01-21,SOFI
18.5,2025-01-21,17.8999996185,2025-01-22,SOFI
17.25,2025-01-22,17.5900001526,2025-01-23,SOFI
18.5,2025-01-23,18.0300006866,2025-01-24,SOFI
18.1,2025-01-24,17.9200000763,2025-01-27,SOFI
15.7,2025-01-27,16.0799999237,2025-01-28,SOFI
16.35,2025-01-28,16.1700000763,2025-01-29,SOFI
16.2,2025-01-29,15.9899997711,2025-01-30,SOFI
16.7,2025-01-30,16.4400005341,2025-01-31,SOFI
15.8,2025-01-31,15.779999733,2025-02-03,SOFI
15.2,2025-02-03,15.3999996185,2025-02-04,SOFI
15.1,2025-02-04,15.2899999619,2025-02-05,SOFI
15.35,2025-02-05,15.4899997711,2025-02-06,SOFI
15.1,2025-02-06,14.8000001907,2025-02-07,SOFI
15.1,2025-02-07,14.9099998474,2025-02-10,SOFI
15.25,2025-02-10,15.1300001144,2025-02-11,SOFI
14.7,2025-02-11,14.8299999237,2025-02-12,SOFI
14.65,2025-02-12,14.7700004578,2025-02-13,SOFI
15.35,2025-02-13,15.1899995804,2025-02-14,SOFI
15.2,2024-04-02,14.9899997711,2024-04-03,HIMS
15.3,2024-04-03,15.5100002289,2024-04-04,HIMS
14.5,2024-04-04,14.6800003052,2024-04-05,HIMS
14.25,2024-04-05,14.5100002289,2024-04-08,HIMS
15.2,2024-04-08,14.8800001144,2024-04-09,HIMS
14.4,2024-04-09,14.5500001907,2024-04-10,HIMS
14.4,2024-04-10,14.5500001907,2024-04-11,HIMS
14.7,2024-04-11,14.6000003815,2024-04-12,HIMS
13.7,2024-04-12,13.9600000381,2024-04-15,HIMS
12.56,2024-04-15,13.220000267,2024-04-16,HIMS
12.3,2024-04-16,12.6899995804,2024-04-17,HIMS
12.1,2024-04-17,12.4099998474,2024-04-18,HIMS
12.15,2024-04-18,12.3400001526,2024-04-19,HIMS
11.55,2024-04-19,11.8999996185,2024-04-22,HIMS
11.82,2024-04-22,11.8800001144,2024-04-23,HIMS
12.5,2024-04-23,12.3299999237,2024-04-24,HIMS
12.5,2024-04-24,12.3400001526,2024-04-25,HIMS
12.15,2024-04-25,12.2700004578,2024-04-26,HIMS
12.55,2024-04-26,12.5,2024-04-29,HIMS
12.6,2024-04-29,12.5500001907,2024-04-30,HIMS
12.45,2024-04-30,12.529999733,2024-05-01,HIMS
12.48,2024-05-01,12.5100002289,2024-05-02,HIMS
12.1,2024-05-02,12.2399997711,2024-05-03,HIMS
11.1,2024-05-03,11.2600002289,2024-05-06,HIMS
11.5,2024-05-06,11.6499996185,2024-05-07,HIMS
12.6,2024-05-07,12.3500003815,2024-05-08,HIMS
12.05,2024-05-08,12.1499996185,2024-05-09,HIMS
13.1,2024-05-09,12.9200000763,2024-05-10,HIMS
12.45,2024-05-10,12.2899999619,2024-05-13,HIMS
13.1,2024-05-13,12.8900003433,2024-05-14,HIMS
14.1,2024-05-14,13.7399997711,2024-05-15,HIMS
14.1,2024-05-15,13.8400001526,2024-05-16,HIMS
14.25,2024-05-16,14.0399999619,2024-05-17,HIMS
14.9,2024-05-17,14.5699996948,2024-05-20,HIMS
19.25,2024-05-20,18.6000003815,2024-05-21,HIMS
17.25,2024-05-21,17.5599994659,2024-05-22,HIMS
15.7,2024-05-22,16.1700000763,2024-05-23,HIMS
15.5,2024-05-23,15.8299999237,2024-05-24,HIMS
17.22,2024-05-24,16.8799991608,2024-05-28,HIMS
19.8,2024-05-28,19.1000003815,2024-05-29,HIMS
20.0,2024-05-29,19.5799999237,2024-05-30,HIMS
21.0,2024-05-30,20.3700008392,2024-05-31,HIMS
19.8,2024-05-31,19.4200000763,2024-06-03,HIMS
21.51,2024-06-03,20.4899997711,2024-06-04,HIMS
21.35,2024-06-04,20.8299999237,2024-06-05,HIMS
22.84,2024-06-05,21.75,2024-06-06,HIMS
21.95,2024-06-06,21.5699996948,2024-06-07,HIMS
20.45,2024-06-07,20.7900009155,2024-06-10,HIMS
22.1,2024-06-10,21.6200008392,2024-06-11,HIMS
22.5,2024-06-11,22.0400009155,2024-06-12,HIMS
24.26,2024-06-12,23.6800003052,2024-06-13,HIMS
25.1,2024-06-13,24.3700008392,2024-06-14,HIMS
24.5,2024-06-14,23.75,2024-06-17,HIMS
24.5,2024-06-17,24.1499996185,2024-06-18,HIMS
25.03,2024-06-18,24.7900009155,2024-06-20,HIMS
22.85,2024-06-20,22.3899993896,2024-06-21,HIMS
22.26,2024-06-21,22.1499996185,2024-06-24,HIMS
22.26,2024-06-24,22.1499996185,2024-06-25,HIMS
23.5,2024-06-25,23.1599998474,2024-06-26,HIMS
21.9,2024-06-26,21.5599994659,2024-06-27,HIMS
19.5,2024-06-27,20.0200004578,2024-06-28,HIMS
20.5,2024-06-28,20.1900005341,2024-07-01,HIMS
21.8,2024-07-01,21.4200000763,2024-07-02,HIMS
21.5,2024-07-02,21.2099990845,2024-07-03,HIMS
20.8,2024-07-03,20.4899997711,2024-07-05,HIMS
20.9,2024-07-05,20.7800006866,2024-07-08,HIMS
20.25,2024-07-08,20.5100002289,2024-07-09,HIMS
20.85,2024-07-09,20.6900005341,2024-07-10,HIMS
20.1,2024-07-10,20.2099990845,2024-07-11,HIMS
21.3,2024-07-11,21.0499992371,2024-07-12,HIMS
22.05,2024-07-12,21.7199993134,2024-07-15,HIMS
23.5,2024-07-15,22.8400001526,2024-07-16,HIMS
23.5,2024-07-16,23.1100006104,2024-07-17,HIMS
22.3,2024-07-17,21.9899997711,2024-07-18,HIMS
19.85,2024-07-18,20.3700008392,2024-07-19,HIMS
18.45,2024-07-19,19.4200000763,2024-07-22,HIMS
20.7,2024-07-22,20.3400001526,2024-07-23,HIMS
23.4,2024-07-23,22.7700004578,2024-07-24,HIMS
22.85,2024-07-24,22.5100002289,2024-07-25,HIMS
23.85,2024-07-25,23.25,2024-07-26,HIMS
21.5,2024-07-26,21.7700004578,2024-07-29,HIMS
21.5,2024-07-29,21.7099990845,2024-07-30,HIMS
21.0,2024-07-30,21.2000007629,2024-07-31,HIMS
21.1,2024-07-31,21.2399997711,2024-08-01,HIMS
17.58,2024-08-01,18.5100002289,2024-08-02,HIMS
16.7,2024-08-02,17.5799999237,2024-08-05,HIMS
17.3,2024-08-05,17.8400001526,2024-08-06,HIMS
16.5,2024-08-06,16.8799991608,2024-08-07,HIMS
15.56,2024-08-07,16.0400009155,2024-08-08,HIMS
15.1,2024-08-08,15.8500003815,2024-08-09,HIMS
15.5,2024-08-09,15.9600000381,2024-08-12,HIMS
15.8,2024-08-12,15.970000267,2024-08-13,HIMS
15.9,2024-08-13,15.9799995422,2024-08-14,HIMS
15.2,2024-08-14,15.4300003052,2024-08-15,HIMS
15.5,2024-08-15,15.7100000381,2024-08-16,HIMS
15.45,2024-08-16,15.5799999237,2024-08-19,HIMS
16.85,2024-08-19,16.5599994659,2024-08-20,HIMS
16.85,2024-08-20,16.5300006866,2024-08-21,HIMS
16.7,2024-08-21,16.5699996948,2024-08-22,HIMS
16.4,2024-08-22,16.4599990845,2024-08-23,HIMS
16.85,2024-08-23,16.7299995422,2024-08-26,HIMS
15.8,2024-08-26,16.0499992371,2024-08-27,HIMS
14.5,2024-08-27,14.8400001526,2024-08-28,HIMS
14.3,2024-08-28,14.6400003433,2024-08-29,HIMS
14.6,2024-08-29,14.7299995422,2024-08-30,HIMS
14.5,2024-08-30,14.7299995422,2024-09-03,HIMS
14.25,2024-09-03,14.5,2024-09-04,HIMS
14.55,2024-09-04,14.6099996567,2024-09-05,HIMS
14.3,2024-09-05,14.4300003052,2024-09-06,HIMS
13.45,2024-09-06,13.6499996185,2024-09-09,HIMS
13.8,2024-09-09,13.970000267,2024-09-10,HIMS
14.35,2024-09-10,14.529999733,2024-09-11,HIMS
15.6,2024-09-11,15.2700004578,2024-09-12,HIMS
16.2,2024-09-12,15.8199996948,2024-09-13,HIMS
17.1,2024-09-13,16.5699996948,2024-09-16,HIMS
16.5,2024-09-16,16.2800006866,2024-09-17,HIMS
15.8,2024-09-17,16.1000003815,2024-09-18,HIMS
16.45,2024-09-18,16.3099994659,2024-09-19,HIMS
17.1,2024-09-19,16.9200000763,2024-09-20,HIMS
16.5,2024-09-20,16.2999992371,2024-09-23,HIMS
16.5,2024-09-23,16.4400005341,2024-09-24,HIMS
17.5,2024-09-24,17.2700004578,2024-09-25,HIMS
17.35,2024-09-25,17.2600002289,2024-09-26,HIMS
17.85,2024-09-26,17.7099990845,2024-09-27,HIMS
18.15,2024-09-27,17.7700004578,2024-09-30,HIMS
18.9,2024-09-30,18.4200000763,2024-10-01,HIMS
19.8,2024-10-01,19.3099994659,2024-10-02,HIMS
19.45,2024-10-02,18.9500007629,2024-10-03,HIMS
17.45,2024-10-03,17.1299991608,2024-10-04,HIMS
18.1,2024-10-04,17.6599998474,2024-10-07,HIMS
19.8,2024-10-07,19.4400005341,2024-10-08,HIMS
19.2,2024-10-08,18.75,2024-10-09,HIMS
18.5,2024-10-09,18.7299995422,2024-10-10,HIMS
17.5,2024-10-10,17.8500003815,2024-10-11,HIMS
19.1,2024-10-11,18.6900005341,2024-10-14,HIMS
21.525,2024-10-14,20.5,2024-10-15,HIMS
23.94,2024-10-15,22.7999992371,2024-10-16,HIMS
23.48,2024-10-16,22.3600006104,2024-10-17,HIMS
21.1,2024-10-17,21.5599994659,2024-10-18,HIMS
22.76,2024-10-18,22.1499996185,2024-10-21,HIMS
23.8,2024-10-21,23.0499992371,2024-10-22,HIMS
24.2,2024-10-22,23.5900001526,2024-10-23,HIMS
21.8,2024-10-23,21.3799991608,2024-10-24,HIMS
21.8,2024-10-24,21.5200004578,2024-10-25,HIMS
22.3,2024-10-25,21.7299995422,2024-10-28,HIMS
23.5,2024-10-28,23.0799999237,2024-10-29,HIMS
22.8,2024-10-29,22.2399997711,2024-10-30,HIMS
18.5,2024-10-30,19.0400009155,2024-10-31,HIMS
18.3,2024-10-31,18.8299999237,2024-11-01,HIMS
20.85,2024-11-01,20.3600006104,2024-11-04,HIMS
21.3,2024-11-04,20.7600002289,2024-11-05,HIMS
20.85,2024-11-05,20.6399993896,2024-11-06,HIMS
24.09,2024-11-06,23.4200000763,2024-11-07,HIMS
24.2,2024-11-07,23.6200008392,2024-11-08,HIMS
23.7,2024-11-08,23.4099998474,2024-11-11,HIMS
28.5,2024-11-11,27.8799991608,2024-11-12,HIMS
27.35,2024-11-12,26.6900005341,2024-11-13,HIMS
28.98,2024-11-13,27.6000003815,2024-11-14,HIMS
20.32,2024-11-14,20.8500003815,2024-11-15,HIMS
18.85,2024-11-15,19.3199996948,2024-11-18,HIMS
21.5,2024-11-18,20.9899997711,2024-11-19,HIMS
24.2,2024-11-19,23.5300006866,2024-11-20,HIMS
22.5,2024-11-20,21.7900009155,2024-11-21,HIMS
23.25,2024-11-21,24.1499996185,2024-11-22,HIMS
26.0,2024-11-22,25.3299999237,2024-11-25,HIMS
32.92,2024-11-25,31.3500003815,2024-11-26,HIMS
31.9,2024-11-26,30.6800003052,2024-11-27,HIMS
29.82,2024-11-27,30.3400001526,2024-11-29,HIMS
31.83,2024-11-29,32.2200012207,2024-12-02,HIMS
31.39,2024-12-02,30.8500003815,2024-12-03,HIMS
31.82,2024-12-03,32.2099990845,2024-12-04,HIMS
34.62,2024-12-04,33.9199981689,2024-12-05,HIMS
32.5,2024-12-05,31.6000003815,2024-12-06,HIMS
33.5,2024-12-06,34.2299995422,2024-12-09,HIMS
33.06,2024-12-09,32.6300010681,2024-12-10,HIMS
31.42,2024-12-10,30.8700008392,2024-12-11,HIMS
29.68,2024-12-11,30.1900005341,2024-12-12,HIMS
29.59,2024-12-12,30.0900001526,2024-12-13,HIMS
29.52,2024-12-13,30.0200004578,2024-12-16,HIMS
31.5,2024-12-16,31.25,2024-12-17,HIMS
30.98,2024-12-17,31.1200008392,2024-12-18,HIMS
27.5,2024-12-18,28.5499992371,2024-12-19,HIMS
25.5,2024-12-19,26.3600006104,2024-12-20,HIMS
25.89,2024-12-20,26.2000007629,2024-12-23,HIMS
28.38,2024-12-23,27.6000003815,2024-12-24,HIMS
28.5,2024-12-24,28.1499996185,2024-12-26,HIMS
28.85,2024-12-26,28.4899997711,2024-12-27,HIMS
26.2,2024-12-27,26.5599994659,2024-12-30,HIMS
24.41,2024-12-30,25.1700000763,2024-12-31,HIMS
23.5,2024-12-31,24.1800003052,2025-01-02,HIMS
25.7,2025-01-02,25.2000007629,2025-01-03,HIMS
27.3,2025-01-03,26.6299991608,2025-01-06,HIMS
27.25,2025-01-06,26.8999996185,2025-01-07,HIMS
28.36,2025-01-07,27.6700000763,2025-01-08,HIMS
25.1,2025-01-08,25.7299995422,2025-01-10,HIMS
25.1,2025-01-10,25.4099998474,2025-01-13,HIMS
26.19,2025-01-13,25.8999996185,2025-01-14,HIMS
26.5,2025-01-14,26.2099990845,2025-01-15,HIMS
28.25,2025-01-15,27.8600006104,2025-01-16,HIMS
28.34,2025-01-16,27.9400005341,2025-01-17,HIMS
27.95,2025-01-17,27.8500003815,2025-01-21,HIMS
30.3,2025-01-21,29.8099994659,2025-01-22,HIMS
29.5,2025-01-22,29.7199993134,2025-01-23,HIMS
31.43,2025-01-23,30.8899993896,2025-01-24,HIMS
31.41,2025-01-24,30.8700008392,2025-01-27,HIMS
30.2,2025-01-27,30.5100002289,2025-01-28,HIMS
31.2,2025-01-28,31.5400009155,2025-01-29,HIMS
32.2,2025-01-29,31.8600006104,2025-01-30,HIMS
34.9,2025-01-30,33.9599990845,2025-01-31,HIMS
38.5,2025-01-31,37.2799987793,2025-02-03,HIMS
40.2,2025-02-03,38.9300003052,2025-02-04,HIMS
43.94,2025-02-04,41.8499984741,2025-02-05,HIMS
43.31,2025-02-05,42.2000007629,2025-02-06,HIMS
39.45,2025-02-06,40.4700012207,2025-02-07,HIMS
43.5,2025-02-07,42.5499992371,2025-02-10,HIMS
46.11,2025-02-10,44.7700004578,2025-02-11,HIMS
45.5,2025-02-11,43.5800018311,2025-02-12,HIMS
47.66,2025-02-12,46.3400001526,2025-02-13,HIMS
61.14,2025-02-13,59.1800003052,2025-02-14,HIMS
19.32,2024-04-02,19.2000007629,2024-04-03,HOOD
19.4,2024-04-03,19.2099990845,2024-04-04,HOOD
18.3,2024-04-04,18.4500007629,2024-04-05,HOOD
18.2,2024-04-05,18.3999996185,2024-04-08,HOOD
18.7,2024-04-08,18.5599994659,2024-04-09,HOOD
18.15,2024-04-09,18.2999992371,2024-04-10,HOOD
18.2,2024-04-10,18.3400001526,2024-04-11,HOOD
19.25,2024-04-11,19.0,2024-04-12,HOOD
17.85,2024-04-12,17.9699993134,2024-04-15,HOOD
17.5,2024-04-15,17.1900005341,2024-04-16,HOOD
17.5,2024-04-16,17.3099994659,2024-04-17,HOOD
16.9,2024-04-17,17.0799999237,2024-04-18,HOOD
17.05,2024-04-18,17.0799999237,2024-04-19,HOOD
16.3,2024-04-19,16.6299991608,2024-04-22,HOOD
17.45,2024-04-22,17.1900005341,2024-04-23,HOOD
17.85,2024-04-23,17.6200008392,2024-04-24,HOOD
17.15,2024-04-24,17.3099994659,2024-04-25,HOOD
16.98,2024-04-25,17.1200008392,2024-04-26,HOOD
18.1,2024-04-26,17.8799991608,2024-04-29,HOOD
17.5,2024-04-29,17.3400001526,2024-04-30,HOOD
16.3,2024-04-30,16.4899997711,2024-05-01,HOOD
16.75,2024-05-01,16.6499996185,2024-05-02,HOOD
17.85,2024-05-02,17.6100006104,2024-05-03,HOOD
18.3,2024-05-03,17.9500007629,2024-05-06,HOOD
17.9,2024-05-06,17.7800006866,2024-05-07,HOOD
18.15,2024-05-07,17.9899997711,2024-05-08,HOOD
17.95,2024-05-08,17.8500003815,2024-05-09,HOOD
17.15,2024-05-09,17.2999992371,2024-05-10,HOOD
15.9,2024-05-10,16.2299995422,2024-05-13,HOOD
